"","file","total_ride","total_passenger","total_fare","mean_fare","median_fare"
"1","yellow_tripdata_2011_01.csv",13464996,22177898,156154873.26,11.5970976344887,9
"2","yellow_tripdata_2011_02.csv",14202800,23180974,166316140.92,11.7100952572732,9.1
"3","yellow_tripdata_2011_03.csv",16066350,26091246,192353861.41,11.9724680098467,9.2
"4","yellow_tripdata_2011_04.csv",14718973,23851094,177279922.63,12.0443133247136,9.36
"5","yellow_tripdata_2011_05.csv",15554868,25508952,192543939.45,12.3783718029623,9.5
"6","yellow_tripdata_2011_06.csv",15097861,24733022,187110875.12,12.3932042505889,9.5
"7","yellow_tripdata_2011_07.csv",14742561,24592820,179940234.3,12.2054936248865,9.4
"8","yellow_tripdata_2011_08.csv",13262441,21765635,163300516.07,12.3130060348619,9.48
"9","yellow_tripdata_2011_09.csv",14626748,24301155,185491030.33,12.6816316470346,9.8
"10","yellow_tripdata_2011_10.csv",15707756,26287953,195331983.21,12.4353843547099,9.6
"11","yellow_tripdata_2011_11.csv",14525862,24306401,181894707.74,12.5221283074285,9.6
"12","yellow_tripdata_2011_12.csv",14925983,25389900,184915135.29,12.3888078453526,9.6
